Region,Governorate,Income_Category,Date,GDP_Per_Capita_USD,Organic_Waste_Percentage,Plastic_Percentage,Paper_Cardboard_Percentage,Glass_Percentage,Metal_Percentage,Other_Waste_Percentage,Recycling_Rate_Percentage,Population,Total_MSW_Generated_Tons_Month,Agricultural_Waste_Tons_Year,Construction_Demolition_Waste_Tons_Year,E_Waste_Tons_Year,Hazardous_Waste_Tons_Year,Medical_Waste_Tons_Year,Total_Annual_MSW_Tons_Year,Waste_Collection_Coverage_Population_Percentage,Waste_Collection_Coverage_Waste_Percentage,Compost_Treatment_Percentage,Incineration_Percentage,Data_Source
South Upper Egypt Region,Aswan,Lower Middle Income,2025-01,3350,52.8,13.9,13.3,7.1,4.4,8.5,18.4,1627087,24406,519493,70532,1522,7211,1757,296943,36.8,31.2,10.1,1.6,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-02,3350,61.8,6.9,12.9,5.3,0.5,12.7,17.7,1629365,24440,519493,70532,1522,7211,1757,297359,44.5,38.5,10.3,2.7,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-03,3350,55.5,16.1,6.5,2.7,0.4,18.8,18.7,1631646,28880,519493,70532,1522,7211,1757,297775,48.7,42.5,11.3,1.3,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-04,3350,48.8,13.6,9,3.3,5.9,19.4,18.8,1633931,24509,528828,67307,1440,6963,1772,298192,38,32.3,13.5,2.4,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-05,3350,51.1,14,10.1,7.3,0.9,16.4,19.9,1636218,24543,528828,67307,1440,6963,1772,298610,42.7,36.8,10.8,2.4,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-06,3350,59.9,17.2,7.2,3.2,3.9,8.6,19,1638509,24578,528828,67307,1440,6963,1772,299028,40.5,34.7,13,1.3,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-07,3350,62.3,13,11.1,1.6,0.5,11.5,19.3,1640803,24612,530565,67446,1455,6885,1879,299447,41.4,35.5,10.8,2.4,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-08,3350,53.3,14.7,10.1,5.2,1.5,15.2,19.3,1643100,24646,530565,67446,1455,6885,1879,299866,41.9,36.1,10.9,1.6,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-09,3350,58,15,12.3,4.9,0.5,9.3,19,1645400,24681,530565,67446,1455,6885,1879,300286,43.9,38,11.4,1.6,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-10,3350,48.9,11.1,10,9.1,4.9,16,20.1,1647704,24716,509109,73249,1456,7156,1929,300706,41.6,35.8,13.3,1.5,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-11,3350,54.6,9.6,9.7,0.7,8.9,16.6,20,1650011,24750,509109,73249,1456,7156,1929,301127,37.6,27.2,10.8,1.9,Ministry of Environment - National Waste Program in Upper Egypt
South Upper Egypt Region,Aswan,Lower Middle Income,2025-12,3350,58.8,18.3,1.9,6.3,0.5,14.2,20.2,1652321,24785,509109,73249,1456,7156,1929,301549,39.9,34.2,12.5,1.8,Ministry of Environment - National Waste Program in Upper Egypt
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-01,3690,50.7,14.4,10.1,8.6,0.6,15.5,12.6,4659324,69890,1414022,201201,4320,18996,5141,850327,42.1,36.2,11.2,1.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-02,3690,59.1,6.8,6.5,3.5,7.7,16.4,11.5,4665847,69988,1414022,201201,4320,18996,5141,851517,49.9,43.7,10.9,2.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-03,3690,49.5,11.8,17.3,4.3,1.7,15.4,12.5,4672379,70086,1414022,201201,4320,18996,5141,852709,42.5,36.6,14,1.8,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-04,3690,58.6,9.9,10.6,2.6,5.3,13,13.3,4678920,82817,1521003,192568,4208,20692,5093,853903,49.8,43.5,11.4,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-05,3690,57.7,9.9,6.7,7.9,2.7,15.1,12.1,4685471,70282,1521003,192568,4208,20692,5093,855098,40.7,34.9,10.6,2.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-06,3690,51,15.5,7.1,3.2,5.7,17.4,12.5,4692031,70380,1521003,192568,4208,20692,5093,856296,46.5,40.4,11.7,1.9,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-07,3690,52,20.3,11,0.5,4.3,12,12.8,4698599,70479,1393142,202687,4412,18958,5363,857494,49,42.8,12.3,1.6,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-08,3690,59.1,13,10.6,0.6,7.1,9.5,12.7,4705177,70578,1393142,202687,4412,18958,5363,858695,46.6,34.4,13.9,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-09,3690,47.1,13.3,14.9,2.4,5.4,16.8,12.5,4711765,70676,1393142,202687,4412,18958,5363,859897,39.6,33.9,11,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-10,3690,60.7,12.1,5.7,0.5,1.9,19.1,13.2,4718361,70775,1471488,190650,4388,20496,5396,861101,38.5,32.8,12.3,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-11,3690,54.3,16.4,6.5,4.8,6.1,11.9,12.9,4724967,70875,1471488,190650,4388,20496,5396,862306,47.6,41.4,11.7,2.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2021-12,3690,51.6,10.6,11.8,4.7,3,18.3,13.7,4731582,70974,1471488,190650,4388,20496,5396,863514,36.9,31.3,11.5,1.5,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-01,4295,53.4,9.3,8.7,3.3,3.1,22.1,13.2,4738206,71073,1431793,200012,4051,20008,5511,864723,41.2,35.4,10.1,1.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-02,4295,73.4,6.2,9.7,0.6,2.3,7.7,14.3,4744840,71173,1431793,200012,4051,20008,5511,865933,35.5,30,11.6,1.8,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-03,4295,56.4,7.5,12.5,4.2,4.5,14.9,13.6,4751482,71272,1431793,200012,4051,20008,5511,867145,43.3,37.4,10.1,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-04,4295,54.3,14.5,16.8,5.4,1.2,7.8,13.9,4758134,84219,1508511,210307,4241,19881,5609,868359,41.1,35.3,13.8,2.2,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-05,4295,47.8,13.6,12.9,4.6,5.7,15.4,14.4,4764796,71472,1508511,210307,4241,19881,5609,869575,36.2,30.7,10.6,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-06,4295,59.4,10.6,10.7,0.5,3.1,15.7,13.8,4771467,71572,1508511,210307,4241,19881,5609,870793,48.6,42.4,10.9,1.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-07,4295,54.5,6.5,10.4,8.6,5.3,14.8,14.5,4778147,71672,1560652,203094,4357,20945,5586,872012,43.6,32,12,2.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-08,4295,64.1,20,6.1,0.6,3.4,5.8,15,4784836,71773,1560652,203094,4357,20945,5586,873233,48.1,42,10.8,1.8,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-09,4295,57.2,16.7,7.9,2.4,2.4,13.4,14.1,4791535,71873,1560652,203094,4357,20945,5586,874455,42.1,36.3,13.7,1.9,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-10,4295,53.8,14.6,8.8,7.5,4.4,11,14.9,4798243,71974,1482099,207468,4438,20447,5444,875679,39.4,33.7,12.8,1.9,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-11,4295,59.9,7.4,9.4,7.8,0.5,15,15,4804960,72074,1482099,207468,4438,20447,5444,876905,49.2,43,13,1.9,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2022-12,4295,55.7,9.1,9.2,3.1,0.7,22.2,15.4,4811687,72175,1482099,207468,4438,20447,5444,878133,45.6,39.6,13.4,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-01,3700,53.5,17.1,8.7,0.5,3.5,16.7,14.7,4818424,72276,1493892,207489,4180,20101,5342,879362,41.6,35.7,11.9,1.5,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-02,3700,48.9,15.7,17.9,3.9,0.4,13.1,14.8,4825170,72378,1493892,207489,4180,20101,5342,880594,38.4,32.7,10.3,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-03,3700,55.9,15,4.3,12.2,5.9,6.6,15.7,4831925,85525,1493892,207489,4180,20101,5342,881826,46.9,40.8,11.2,2.6,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-04,3700,54.8,16.7,15.2,0.5,6.3,6.5,15.7,4838689,72580,1467676,204094,4250,20638,5295,883061,41,35.2,12.4,1.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-05,3700,57.7,18.1,8,0.5,3.7,12.1,15.8,4845464,72682,1467676,204094,4250,20638,5295,884297,43.5,37.6,12.9,2.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-06,3700,63.3,10.3,7.4,0.5,4.1,14.4,16,4852247,72784,1467676,204094,4250,20638,5295,885535,46.2,40.1,11.1,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-07,3700,50.4,13.7,13.9,3.1,4,14.9,15.7,4859040,72886,1523469,199030,4294,21641,5536,886775,45.2,39.2,10.1,2.5,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-08,3700,47.9,19.8,7.7,6.2,5.8,12.6,16.2,4865843,72988,1523469,199030,4294,21641,5536,888016,43.2,37.3,10.8,1.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-09,3700,63.5,15.1,4.6,2.9,0.6,13.3,16.4,4872655,73090,1523469,199030,4294,21641,5536,889260,47.1,41,10.9,1.8,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-10,3700,44.8,15.3,14.5,7.1,7.1,11.1,16.1,4879477,73192,1471313,210984,4589,20397,5447,890505,39.2,33.5,12.5,2,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-11,3700,51.9,9.6,12.3,4.8,2.7,18.7,17.2,4886308,73295,1471313,210984,4589,20397,5447,891751,39.8,34,14,1.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2023-12,3700,55.1,9.2,6.8,6.5,6.9,15.5,16.9,4893149,73397,1471313,210984,4589,20397,5447,893000,39,33.3,13.8,2,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-01,3200,58.7,18,11,0.7,0.5,11.2,16.3,4900000,73500,1484921,209955,4596,21739,5440,894250,39.7,33.9,13.2,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-02,3200,49.8,17.2,9.8,7.5,1.7,14,17.2,4906860,73603,1484921,209955,4596,21739,5440,895502,43.3,37.4,11.3,2,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-03,3200,65.6,5,8.3,8,4.2,9,16.7,4913729,86973,1484921,209955,4596,21739,5440,896756,38.6,32.9,12.9,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-04,3200,53,13.1,11,0.6,4,18.4,17.5,4920608,73809,1556755,213970,4552,21556,5521,898011,48.9,42.7,10.7,2.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-05,3200,64.6,4,5.2,3.1,5.7,17.3,17.8,4927497,73912,1556755,213970,4552,21556,5521,899268,45.6,39.6,10.5,2.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-06,3200,60.5,12.2,9.1,1.2,6.2,10.8,17.2,4934396,74016,1556755,213970,4552,21556,5521,900527,48.7,42.5,12.4,2.6,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-07,3200,61.6,14.6,10.1,1.5,0.5,11.7,18,4941304,74120,1485057,212276,4379,21167,5318,901788,45.8,39.8,10.5,1.8,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-08,3200,59.3,3.7,10.1,8.3,5.7,12.9,17.9,4948222,74223,1485057,212276,4379,21167,5318,903051,45.9,39.9,10.3,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-09,3200,50.9,9.8,9.6,9.2,6,14.5,18.2,4955149,74327,1485057,212276,4379,21167,5318,904315,49.6,43.3,10.3,1.8,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-10,3200,54.9,16.3,3.3,3,5.3,17.2,18.8,4962086,74431,1591253,211776,4537,21981,5806,905581,44.8,38.8,10.3,2.2,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-11,3200,59.1,14.3,9.5,6,0.5,10.7,18,4969033,74535,1591253,211776,4537,21981,5806,906849,44.2,38.2,13.3,2.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2024-12,3200,57.1,13.8,2.9,6,6.4,13.9,18,4975990,74640,1591253,211776,4537,21981,5806,908118,35.9,30.3,12,2.1,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-01,3350,64.2,10,8.3,2.5,2.5,12.5,18,4982956,74744,1624303,204972,4627,21317,5450,909389,39,33.3,12,2.6,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-02,3350,45.5,9.7,8.8,8,10.6,17.4,18.2,4989932,74849,1624303,204972,4627,21317,5450,910663,36.8,31.2,10.9,2.2,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-03,3350,58.8,9.9,9.3,11,2.3,8.6,18.7,4996918,88446,1624303,204972,4627,21317,5450,911938,46.7,40.6,10.9,2.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-04,3350,55.9,16.6,13.1,3.4,5.9,5,18.9,5003914,75059,1616738,223014,4557,20306,5676,913214,49.2,42.9,12.2,1.7,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-05,3350,55.8,16.1,6.8,0.6,0.5,20.2,19,5010920,75164,1616738,223014,4557,20306,5676,914493,45.3,39.3,11.2,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-06,3350,50.9,13.5,12,9.8,2.5,11.3,19.4,5017935,75269,1616738,223014,4557,20306,5676,915773,39.3,33.6,13.2,2.4,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-07,3350,60.1,19.4,9.9,0.5,0.5,9.6,19.2,5024960,75374,1594752,223928,4577,22106,5609,917055,44.3,38.3,10.4,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-08,3350,61.8,12.1,8,1.1,3.6,13.5,19.9,5031995,75480,1594752,223928,4577,22106,5609,918339,41.4,30.3,10.6,2.5,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-09,3350,52.3,17.6,15.3,0.5,4,10.4,19.4,5039040,75586,1594752,223928,4577,22106,5609,919625,35.6,30.1,13.7,2.6,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-10,3350,52.8,13.6,8.7,4.7,5.5,14.7,20.7,5046094,75691,1500234,204121,4423,21077,5760,920912,41.1,30,13.9,1.3,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-11,3350,58.9,11.7,4.8,0.8,12,11.9,20,5053159,75797,1500234,204121,4423,21077,5760,922202,42.6,36.8,13.6,2.6,National Solid Waste Management Program (NSWMP)
Middle Upper Egypt Region,Asyut,Lower Middle Income,2025-12,3350,49.7,13.8,9.3,3.1,8.4,15.7,19.6,5060233,75903,1500234,204121,4423,21077,5760,923493,36.6,31,12.2,1.5,National Solid Waste Management Program (NSWMP)
Alexandria Region,Beheira,Lower Middle Income,2021-01,3690,60.4,12.8,8.8,8.4,2,7.6,12.2,6370912,95564,1939558,263778,5819,26801,6879,1162691,37.9,32.3,13.4,2.2,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-02,3690,56.3,6.7,18.9,0.5,2.5,15.2,12,6379832,95697,1939558,263778,5819,26801,6879,1164319,48.8,42.6,11.9,2.5,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-03,3690,47.7,10.2,10.2,9.1,5.4,17.5,12.6,6388763,95831,1939558,263778,5819,26801,6879,1165949,36.6,31.1,12.5,2.4,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-04,3690,52.9,12.9,9.6,5,7.6,12,12.6,6397708,113240,1942292,272837,5764,25893,7165,1167582,40.7,34.9,11.8,2.5,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-05,3690,61.3,17.3,3.5,3.4,2.9,11.6,12.5,6406665,96100,1942292,272837,5764,25893,7165,1169216,49.7,43.5,12.4,1.7,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-06,3690,56.6,8.3,9,5,8.1,13.1,12.4,6415634,96235,1942292,272837,5764,25893,7165,1170853,45.2,39.2,11.1,2.7,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-07,3690,59,15.5,10.3,0.5,0.5,14.2,12.2,6424616,96369,2000001,263228,5539,27706,7064,1172492,43.3,37.3,12,2.2,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-08,3690,52.2,16,12.6,3.3,0.5,15.5,12.7,6433610,96504,2000001,263228,5539,27706,7064,1174134,44.5,38.5,13.9,2.4,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-09,3690,55.9,10.7,6.4,3.7,8.1,15.1,13.4,6442617,96639,2000001,263228,5539,27706,7064,1175778,41.6,35.8,13.5,1.6,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-10,3690,59.9,7.7,13.6,1,3.9,13.9,13.3,6451637,96775,2014659,282948,6002,27976,7493,1177424,40.7,34.9,10.7,1.9,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-11,3690,51.1,10.7,8.3,5,9.8,15.1,12.8,6460669,96910,2014659,282948,6002,27976,7493,1179072,35.7,30.2,12.7,2.5,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2021-12,3690,62.6,14.7,8.9,0.6,1,12.3,13.6,6469714,97046,2014659,282948,6002,27976,7493,1180723,49.5,43.3,13.6,1.7,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-01,4295,54.8,8.3,14.5,6.7,2.9,12.9,13.8,6478772,97182,2059208,287130,5805,27811,7377,1182376,46.5,34.4,13.7,2.2,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-02,4295,53.5,14,14.3,1.1,0.5,16.6,13.3,6487842,97318,2059208,287130,5805,27811,7377,1184031,37,31.4,12.6,2.2,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-03,4295,66,9.9,8.3,0.8,0.6,14.5,14,6496925,97454,2059208,287130,5805,27811,7377,1185689,48.4,35.9,11.3,1.8,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-04,4295,62.4,10.7,7,3,3.7,13.2,14,6506021,115156,2029829,275444,5758,27418,7215,1187349,49.2,43,10.8,2.3,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-05,4295,58.8,14.7,3.4,6,5.4,11.7,13.6,6515129,97727,2029829,275444,5758,27418,7215,1189011,36.7,31.1,14,1.4,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-06,4295,57.2,14.8,11.3,0.6,0.6,15.6,14.4,6524250,97864,2029829,275444,5758,27418,7215,1190676,36.7,31.1,13.9,2.6,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-07,4295,58.4,12.1,10.4,0.5,1.4,17.1,14.6,6533384,98001,2094271,285233,5580,27387,7035,1192343,36.3,30.8,11.3,2.4,Waste Management Regulatory Authority (WMRA) - Annual Report
Alexandria Region,Beheira,Lower Middle Income,2022-08,4295,61.3,7.3,9.3,0.6,4.5,17,14.9,6542531,98138,2094271,285233,5580,27387,7035,1194012,47.7,41.5,11.5,1.4,Waste Management Regulatory Authority (WMRA) - Annual Report
